#iRMS=4.267482655e-05 0
#    lk  ukf_rf6v  uks_rf6v        fh        fse
#
 6195.0  0.874946  0.020025  0.874946  0.000000
 6200.0  0.882563  0.014767  0.882563  0.000000
 6205.0  0.893251  0.000399  0.893251  0.000000
 6210.0  0.887399  0.012033  0.887399  0.000000
 6215.0  0.876373  0.005853  0.876373  0.000000
 6220.0  0.864592  0.014976  0.864592  0.000000
 6225.0  0.855008  0.013704  0.855008  0.000000
 6230.0  0.851711  0.011954  0.851711  0.000000
 6235.0  0.857781  0.001261  0.857781  0.000000
 6240.0  0.845895  0.003177  0.845895  0.000000
 6245.0  0.843705  0.006144  0.843705  0.000000
 6250.0  0.854521  0.011867  0.854521  0.000000
 6255.0  0.846177  0.008286  0.846177  0.000000
 6260.0  0.850872  0.017020  0.850872  0.000000
 6265.0  0.856569  0.013153  0.856569  0.000000
 6270.0  0.849084  0.007421  0.849084  0.000000
 6275.0  0.833050  0.004210  0.833050  0.000000
 6280.0  0.825442  0.021672  0.825442  0.000000
 6285.0  0.841210  0.017055  0.841210  0.000000
 6290.0  0.843104  0.004422  0.843104  0.000000
 6295.0  0.831339  0.005319  0.831339  0.000000
 6300.0  0.828384  0.014319  0.828384  0.000000
 6305.0  0.837076  0.013452  0.837076  0.000000
 6310.0  0.833167  0.001410  0.833167  0.000000
 6315.0  0.818588  0.014556  0.818588  0.000000
 6320.0  0.833945  0.017449  0.833945  0.000000
 6325.0  0.845431  0.009409  0.845431  0.000000
 6330.0  0.836984  0.006818  0.836984  0.000000
 6335.0  0.824133  0.015026  0.824133  0.000000
 6340.0  0.827321  0.016898  0.827321  0.000000
 6345.0  0.835485  0.015526  0.835485  0.000000
 6350.0  0.842454  0.004641  0.842454  0.000000
 6355.0  0.831403  0.005229  0.831403  0.000000
 6360.0  0.820956  0.020317  0.820956  0.000000
 6365.0  0.834179  0.014989  0.834179  0.000000
 6370.0  0.844625  0.009614  0.844625  0.000000
 6375.0  0.843777  0.009943  0.843777  0.000000
 6380.0  0.839152  0.015952  0.839152  0.000000
 6385.0  0.829474  0.023448  0.829474  0.000000
 6390.0  0.823238  0.019728  0.823238  0.000000
 6395.0  0.821471  0.015932  0.821471  0.000000
 6400.0  0.820861  0.015063  0.820861  0.000000
 6405.0  0.817842  0.012885  0.817842  0.000000
 6410.0  0.818904  0.010646  0.818904  0.000000
 6415.0  0.823839  0.008698  0.823839  0.000000
 6420.0  0.825639  0.013479  0.825639  0.000000
 6425.0  0.826757  0.011617  0.826757  0.000000
 6430.0  0.820440  0.012538  0.820440  0.000000
 6435.0  0.825606  0.010646  0.825606  0.000000
 6440.0  0.828791  0.007689  0.828791  0.000000
 6445.0  0.818945  0.009341  0.818945  0.000000
 6450.0  0.802036  0.022977  0.802036  0.000000
 6455.0  0.808125  0.015528  0.808125  0.000000
 6460.0  0.817711  0.005819  0.817711  0.000000
 6465.0  0.817280  0.008897  0.817280  0.000000
 6470.0  0.812167  0.013814  0.812167  0.000000
 6475.0  0.806886  0.018846  0.806886  0.000000
 6480.0  0.810703  0.011531  0.810703  0.000000
 6485.0  0.805580  0.001261  0.805580  0.000000
 6490.0  0.781119  0.006348  0.781119  0.000000
 6495.0  0.783502  0.026024  0.783502  0.000000
 6500.0  0.810529  0.018055  0.810529  0.000000
 6505.0  0.817894  0.008262  0.817894  0.000000
 6510.0  0.816526  0.004431  0.816526  0.000000
 6515.0  0.813304  0.001055  0.813304  0.000000
 6520.0  0.819151  0.004413  0.819151  0.000000
 6525.0  0.813339  0.002645  0.813339  0.000000
 6530.0  0.805649  0.008735  0.805649  0.000000
 6535.0  0.807614  0.001783  0.807614  0.000000
 6540.0  0.796950  0.009786  0.796950  0.000000
 6545.0  0.782266  0.022635  0.782266  0.000000
 6550.0  0.748221  0.042519  0.748221  0.000000
 6555.0  0.687985  0.054848  0.687985  0.000000
 6560.0  0.648937  0.006275  0.648937  0.000000
 6565.0  0.688105  0.051534  0.688105  0.000000
 6570.0  0.747893  0.031476  0.747893  0.000000
 6575.0  0.773341  0.020085  0.773341  0.000000
 6580.0  0.785314  0.009995  0.785314  0.000000
 6585.0  0.782178  0.011177  0.782178  0.000000
 6590.0  0.784669  0.009995  0.784669  0.000000
 6595.0  0.793027  0.009871  0.793027  0.000000
 6600.0  0.804326  0.001162  0.804326  0.000000
 6605.0  0.799947  0.005701  0.799947  0.000000
 6610.0  0.797519  0.013384  0.797519  0.000000
 6615.0  0.805106  0.005213  0.805106  0.000000
 6620.0  0.802452  0.003152  0.802452  0.000000
 6625.0  0.799388  0.001912  0.799388  0.000000
 6630.0  0.797715  0.003610  0.797715  0.000000
 6635.0  0.800498  0.002847  0.800498  0.000000
 6640.0  0.794335  0.008092  0.794335  0.000000
 6645.0  0.790105  0.016419  0.790105  0.000000
 6650.0  0.793366  0.009798  0.793366  0.000000
 6655.0  0.788216  0.008739  0.788216  0.000000
 6660.0  0.781671  0.014138  0.781671  0.000000
 6665.0  0.778962  0.019868  0.778962  0.000000
 6670.0  0.786168  0.009243  0.786168  0.000000
 6675.0  0.784764  0.011783  0.784764  0.000000
 6680.0  0.788380  0.012497  0.788380  0.000000
 6685.0  0.796962  0.000282  0.796962  0.000000
 6690.0  0.796681  0.005866  0.796681  0.000000
 6695.0  0.795470  0.008634  0.795470  0.000000
 6700.0  0.785941  0.000000  0.785941  0.000000
 6705.0  0.779352  0.002916  0.779352  0.000000
 6710.0  0.777147  0.000691  0.777147  0.000000
 6715.0  0.777976  0.000000  0.777976  0.000000
 6720.0  0.788939  0.006587  0.788939  0.000000
 6725.0  0.786731  0.003803  0.786731  0.000000
 6730.0  0.786768  0.006291  0.786768  0.000000
 6735.0  0.778579  0.000746  0.778579  0.000000
 6740.0  0.769809  0.005067  0.769809  0.000000
 6745.0  0.767516  0.006472  0.767516  0.000000
 6750.0  0.765213  0.012811  0.765213  0.000000
 6755.0  0.773704  0.003324  0.773704  0.000000
 6760.0  0.774942  0.000399  0.774942  0.000000
 6765.0  0.772923  0.001761  0.772923  0.000000
 6770.0  0.776289  0.000630  0.776289  0.000000
 6775.0  0.779284  0.005839  0.779284  0.000000
 6780.0  0.773675  0.001437  0.773675  0.000000
 6785.0  0.771283  0.000000  0.771283  0.000000
 6790.0  0.766602  0.003855  0.766602  0.000000
 6795.0  0.767445  0.002833  0.767445  0.000000
 6800.0  0.771179  0.010638  0.771179  0.000000
 6805.0  0.781789  0.016707  0.781789  0.000000
 6810.0  0.783434  0.017967  0.783434  0.000000
 6815.0  0.783861  0.018676  0.783861  0.000000
 6820.0  0.786173  0.021064  0.786173  0.000000
 6825.0  0.789318  0.026307  0.789318  0.000000
 6830.0  0.790372  0.030332  0.790372  0.000000
 6835.0  0.787740  0.032658  0.787740  0.000000
 6840.0  0.783643  0.039584  0.783643  0.000000
 6845.0  0.780366  0.036804  0.780366  0.000000
 6850.0  0.775046  0.031664  0.775046  0.000000
 6855.0  0.768466  0.025069  0.768466  0.000000
 6860.0  0.761409  0.017925  0.761409  0.000000
 6865.0  0.754667  0.011149  0.754667  0.000000
 6870.0  0.749059  0.005680  0.749059  0.000000
 6875.0  0.745412  0.002458  0.745412  0.000000
 6880.0  0.744551  0.002490  0.744551  0.000000
 6885.0  0.746917  0.006215  0.746917  0.000000
 6890.0  0.751406  0.012407  0.751406  0.000000
 6895.0  0.756527  0.019321  0.756527  0.000000
 6900.0  0.760792  0.025251  0.760792  0.000000
 6905.0  0.763019  0.028827  0.763019  0.000000
 6910.0  0.763271  0.030123  0.763271  0.000000
 6915.0  0.761920  0.029567  0.761920  0.000000
 6920.0  0.759336  0.027588  0.759336  0.000000
 6925.0  0.755920  0.024649  0.755920  0.000000
 6930.0  0.752178  0.021332  0.752178  0.000000
 6935.0  0.748647  0.018259  0.748647  0.000000
 6940.0  0.745861  0.016047  0.745861  0.000000
 6945.0  0.744175  0.015108  0.744175  0.000000
 6950.0  0.743221  0.015008  0.743221  0.000000
 6955.0  0.742449  0.015121  0.742449  0.000000
 6960.0  0.741313  0.014810  0.741313  0.000000
 6965.0  0.739408  0.013622  0.739408  0.000000
 6970.0  0.736916  0.011749  0.736916  0.000000
 6975.0  0.748371  0.024481  0.748371  0.000000
 6980.0  0.735794  0.011479  0.735794  0.000000
 6985.0  0.734971  0.008272  0.734971  0.000000
 6990.0  0.727757  0.004076  0.727757  0.000000
 6995.0  0.727449  0.007182  0.727449  0.000000
 7000.0  0.721531  0.007964  0.721531  0.000000
 7005.0  0.711673  0.016351  0.711673  0.000000
 7010.0  0.719452  0.013871  0.719452  0.000000
 7015.0  0.718064  0.017141  0.718064  0.000000
 7020.0  0.720346  0.018945  0.720346  0.000000
 7025.0  0.721221  0.017057  0.721221  0.000000
 7030.0  0.728527  0.015802  0.728527  0.000000
 7035.0  0.730492  0.018263  0.730492  0.000000
 7040.0  0.728758  0.014608  0.728758  0.000000
 7045.0  0.733380  0.010019  0.733380  0.000000
 7050.0  0.735274  0.013962  0.735274  0.000000
 7055.0  0.732012  0.017619  0.732012  0.000000
 7060.0  0.728250  0.014548  0.728250  0.000000
 7065.0  0.721710  0.012346  0.721710  0.000000
 7070.0  0.724732  0.010984  0.724732  0.000000
 7075.0  0.730796  0.011514  0.730796  0.000000
 7080.0  0.725572  0.008546  0.725572  0.000000
 7085.0  0.717816  0.012617  0.717816  0.000000
 7090.0  0.712966  0.013652  0.712966  0.000000
 7095.0  0.713501  0.011813  0.713501  0.000000
 7100.0  0.711986  0.013153  0.711986  0.000000
 7105.0  0.715572  0.008629  0.715572  0.000000
 7110.0  0.713309  0.009826  0.713309  0.000000
 7115.0  0.717370  0.014773  0.717370  0.000000
 7120.0  0.716949  0.014703  0.716949  0.000000
 7125.0  0.716238  0.012705  0.716238  0.000000
 7130.0  0.717563  0.020029  0.717563  0.000000
 7135.0  0.720401  0.027315  0.720401  0.000000
 7140.0  0.722807  0.033484  0.722807  0.000000
 7145.0  0.715103  0.022532  0.715103  0.000000
 7150.0  0.715728  0.024295  0.715728  0.000000
 7155.0  0.718768  0.030094  0.718768  0.000000
 7160.0  0.713481  0.023778  0.713481  0.000000
 7165.0  0.699747  0.007207  0.699747  0.000000
 7170.0  0.699563  0.009729  0.699563  0.000000
 7175.0  0.690656  0.001870  0.690656  0.000000
 7180.0  0.681363  0.011294  0.681363  0.000000
 7185.0  0.673583  0.021284  0.673583  0.000000
 7190.0  0.673832  0.019627  0.673832  0.000000
 7195.0  0.679175  0.010792  0.679175  0.000000
 7200.0  0.677907  0.013599  0.677907  0.000000
 7205.0  0.678663  0.013587  0.678663  0.000000
 7210.0  0.692575  0.010205  0.692575  0.000000
 7215.0  0.705186  0.030828  0.705186  0.000000
 7220.0  0.708291  0.038482  0.708291  0.000000
 7225.0  0.700381  0.030573  0.700381  0.000000
 7230.0  0.681035  0.005191  0.681035  0.000000
 7235.0  0.678234  0.006813  0.678234  0.000000
 7240.0  0.684439  0.020158  0.684439  0.000000
 7245.0  0.681742  0.015596  0.681742  0.000000
 7250.0  0.683628  0.016110  0.683628  0.000000
 7255.0  0.673880  0.003493  0.673880  0.000000
 7260.0  0.678244  0.004987  0.678244  0.000000
 7265.0  0.684164  0.014008  0.684164  0.000000
 7270.0  0.686472  0.020058  0.686472  0.000000
 7275.0  0.677011  0.008195  0.677011  0.000000
 7280.0  0.675729  0.008937  0.675729  0.000000
 7285.0  0.673722  0.007606  0.673722  0.000000
 7290.0  0.668538  0.002425  0.668538  0.000000
 7295.0  0.677315  0.014239  0.677315  0.000000
 7300.0  0.673431  0.008168  0.673431  0.000000
 7305.0  0.674998  0.010141  0.674998  0.000000
 7310.0  0.677647  0.013501  0.677647  0.000000
 7315.0  0.678635  0.015042  0.678635  0.000000
 7320.0  0.678045  0.015156  0.678045  0.000000
 7325.0  0.677824  0.016347  0.677824  0.000000
 7330.0  0.675226  0.015068  0.675226  0.000000
 7335.0  0.675904  0.018731  0.675904  0.000000
 7340.0  0.679097  0.026726  0.679097  0.000000
 7345.0  0.674935  0.022657  0.674935  0.000000
 7350.0  0.665186  0.009694  0.665186  0.000000
 7355.0  0.664338  0.013152  0.664338  0.000000
 7360.0  0.663707  0.011268  0.663707  0.000000
 7365.0  0.657926  0.008868  0.657926  0.000000
 7370.0  0.661067  0.007656  0.661067  0.000000
 7375.0  0.670016  0.011289  0.670016  0.000000
 7380.0  0.670511  0.014700  0.670511  0.000000
 7385.0  0.661015  0.016439  0.661015  0.000000
 7390.0  0.657304  0.019764  0.657304  0.000000
 7395.0  0.657013  0.009277  0.657013  0.000000
 7400.0  0.650100  0.008405  0.650100  0.000000
 7405.0  0.643449  0.011546  0.643449  0.000000
 7410.0  0.646866  0.009249  0.646866  0.000000
 7415.0  0.661433  0.029810  0.661433  0.000000
 7420.0  0.663548  0.031690  0.663548  0.000000
 7425.0  0.648059  0.007606  0.648059  0.000000
 7430.0  0.654774  0.001595  0.654774  0.000000
 7435.0  0.655499  0.002545  0.655499  0.000000
 7440.0  0.652886  0.006917  0.652886  0.000000
 7445.0  0.648976  0.011969  0.648976  0.000000
 7450.0  0.651841  0.008403  0.651841  0.000000
 7455.0  0.655416  0.003342  0.655416  0.000000
 7460.0  0.651027  0.006879  0.651027  0.000000
 7465.0  0.650169  0.005815  0.650169  0.000000
 7470.0  0.650968  0.002138  0.650968  0.000000
 7475.0  0.648449  0.001307  0.648449  0.000000
 7480.0  0.645202  0.000000  0.645202  0.000000
 7485.0  0.643291  0.003681  0.643291  0.000000
 7490.0  0.638458  0.003621  0.638458  0.000000
 7495.0  0.632748  0.000000  0.632748  0.000000
 7500.0  0.637443  0.004247  0.637443  0.000000
 7505.0  0.640178  0.000598  0.640178  0.000000
 7510.0  0.639995  0.010009  0.639995  0.000000
 7515.0  0.647076  0.013059  0.647076  0.000000
 7520.0  0.652754  0.015827  0.652754  0.000000
 7525.0  0.652102  0.022027  0.652102  0.000000
 7530.0  0.653146  0.023496  0.653146  0.000000
 7535.0  0.655639  0.022387  0.655639  0.000000
 7540.0  0.659330  0.020853  0.659330  0.000000
 7545.0  0.658953  0.026308  0.658953  0.000000
 7550.0  0.660504  0.031014  0.660504  0.000000
 7555.0  0.658809  0.030076  0.658809  0.000000
 7560.0  0.657113  0.029138  0.657113  0.000000
 7565.0  0.655417  0.028202  0.655417  0.000000
 7570.0  0.653721  0.027263  0.653721  0.000000
 7575.0  0.652026  0.026327  0.652026  0.000000
 7580.0  0.650330  0.025389  0.650330  0.000000
 7585.0  0.648634  0.024451  0.648634  0.000000
 7590.0  0.646939  0.023515  0.646939  0.000000
 7595.0  0.645243  0.022576  0.645243  0.000000
 7600.0  0.643547  0.021639  0.643547  0.000000
 7605.0  0.641852  0.020701  0.641852  0.000000
 7610.0  0.640156  0.019765  0.640156  0.000000
 7615.0  0.638460  0.018827  0.638460  0.000000
 7620.0  0.636764  0.017888  0.636764  0.000000
 7625.0  0.635069  0.016953  0.635069  0.000000
 7630.0  0.633373  0.016014  0.633373  0.000000
 7635.0  0.631677  0.015078  0.631677  0.000000
 7640.0  0.629982  0.014140  0.629982  0.000000
 7645.0  0.628286  0.013203  0.628286  0.000000
 7650.0  0.626590  0.012265  0.626590  0.000000
 7655.0  0.624894  0.011327  0.624894  0.000000
 7660.0  0.623199  0.010392  0.623199  0.000000
 7665.0  0.621503  0.009451  0.621503  0.000000
 7670.0  0.619807  0.008513  0.619807  0.000000
 7675.0  0.618112  0.007580  0.618112  0.000000
 7680.0  0.616416  0.006641  0.616416  0.000000
 7685.0  0.614720  0.005705  0.614720  0.000000
 7690.0  0.613025  0.004763  0.613025  0.000000
 7695.0  0.611329  0.003829  0.611329  0.000000
 7700.0  0.609633  0.002896  0.609633  0.000000
 7705.0  0.607937  0.001943  0.607937  0.000000
 7710.0  0.606242  0.001036  0.606242  0.000000
 7715.0  0.604546  0.000000  0.604546  0.000000
 7720.0  0.602850  0.000891  0.602850  0.000000
 7725.0  0.601155  0.001783  0.601155  0.000000
 7730.0  0.599459  0.002733  0.599459  0.000000
 7735.0  0.602009  0.004572  0.602009  0.000000
 7740.0  0.601213  0.002400  0.601213  0.000000
 7745.0  0.596119  0.004891  0.596119  0.000000
 7750.0  0.595651  0.006730  0.595651  0.000000
 7755.0  0.601927  0.000199  0.601927  0.000000
 7760.0  0.603175  0.001229  0.603175  0.000000
 7765.0  0.603232  0.002450  0.603232  0.000000
 7770.0  0.597810  0.001963  0.597810  0.000000
 7775.0  0.591203  0.007638  0.591203  0.000000
 7780.0  0.594168  0.002711  0.594168  0.000000
 7785.0  0.597133  0.001395  0.597133  0.000000
 7790.0  0.595983  0.000000  0.595983  0.000000
 7795.0  0.594473  0.001772  0.594473  0.000000
 7800.0  0.592241  0.004285  0.592241  0.000000
 7805.0  0.594138  0.001570  0.594138  0.000000
 7810.0  0.593266  0.001619  0.593266  0.000000
 7815.0  0.594268  0.000598  0.594268  0.000000
 7820.0  0.595593  0.003101  0.595593  0.000000
 7825.0  0.594503  0.002568  0.594503  0.000000
 7830.0  0.589547  0.002784  0.589547  0.000000
 7835.0  0.587355  0.005323  0.587355  0.000000
 7840.0  0.590685  0.001943  0.590685  0.000000
 7845.0  0.591863  0.001437  0.591863  0.000000
 7850.0  0.591381  0.002812  0.591381  0.000000
 7855.0  0.591929  0.002425  0.591929  0.000000
 7860.0  0.591781  0.001749  0.591781  0.000000
 7865.0  0.588952  0.002755  0.588952  0.000000
 7870.0  0.588077  0.000746  0.588077  0.000000
 7875.0  0.584474  0.001943  0.584474  0.000000
 7880.0  0.582043  0.002733  0.582043  0.000000
 7885.0  0.583281  0.000772  0.583281  0.000000
 7890.0  0.584048  0.000282  0.584048  0.000000
 7895.0  0.580296  0.005102  0.580296  0.000000
 7900.0  0.580989  0.003906  0.580989  0.000000
 7905.0  0.581825  0.001128  0.581825  0.000000
 7910.0  0.578620  0.002156  0.578620  0.000000
 7915.0  0.574436  0.004312  0.574436  0.000000
 7920.0  0.573658  0.003371  0.573658  0.000000
 7925.0  0.572945  0.003787  0.572945  0.000000
 7930.0  0.569100  0.008881  0.569100  0.000000
 7935.0  0.568841  0.010267  0.568841  0.000000
 7940.0  0.569593  0.010289  0.569593  0.000000
 7945.0  0.569821  0.010275  0.569821  0.000000
 7950.0  0.574420  0.004891  0.574420  0.000000
 7955.0  0.575699  0.003515  0.575699  0.000000
 7960.0  0.572184  0.008384  0.572184  0.000000
 7965.0  0.575295  0.006575  0.575295  0.000000
 7970.0  0.577976  0.005739  0.577976  0.000000
 7975.0  0.578961  0.006617  0.578961  0.000000
 7980.0  0.579606  0.006951  0.579606  0.000000
 7985.0  0.578480  0.007861  0.578480  0.000000
 7990.0  0.576679  0.008375  0.576679  0.000000
 7995.0  0.573410  0.009891  0.573410  0.000000
 8000.0  0.568910  0.012631  0.568910  0.000000
 8005.0  0.570158  0.008968  0.570158  0.000000
 8010.0  0.570585  0.006760  0.570585  0.000000
 8015.0  0.570290  0.006105  0.570290  0.000000
 8020.0  0.569953  0.006450  0.569953  0.000000
 8025.0  0.567259  0.010542  0.567259  0.000000
 8030.0  0.566408  0.013123  0.566408  0.000000
 8035.0  0.571212  0.009228  0.571212  0.000000
 8040.0  0.571825  0.009686  0.571825  0.000000
 8045.0  0.567053  0.015479  0.567053  0.000000
 8050.0  0.567434  0.014677  0.567434  0.000000
 8055.0  0.570372  0.010670  0.570372  0.000000
 8060.0  0.572618  0.007614  0.572618  0.000000
 8065.0  0.571397  0.008964  0.571397  0.000000
 8070.0  0.570623  0.009925  0.570623  0.000000
 8075.0  0.570334  0.010031  0.570334  0.000000
 8080.0  0.568321  0.011422  0.568321  0.000000
 8085.0  0.565206  0.013169  0.565206  0.000000
 8090.0  0.562693  0.013911  0.562693  0.000000
 8095.0  0.561184  0.014008  0.561184  0.000000
 8100.0  0.560840  0.014088  0.560840  0.000000
 8105.0  0.561296  0.015092  0.561296  0.000000
 8110.0  0.562249  0.016671  0.562249  0.000000
 8115.0  0.563265  0.018322  0.563265  0.000000
 8120.0  0.563913  0.019550  0.563913  0.000000
 8125.0  0.563840  0.019940  0.563840  0.000000
 8130.0  0.563020  0.019473  0.563020  0.000000
 8135.0  0.561509  0.018207  0.561509  0.000000
 8140.0  0.559363  0.016205  0.559363  0.000000
 8145.0  0.556665  0.013568  0.556665  0.000000
 8150.0  0.553608  0.010518  0.553608  0.000000
 8155.0  0.550413  0.007302  0.550413  0.000000
 8160.0  0.547302  0.004186  0.547302  0.000000
 8165.0  0.544513  0.001451  0.544513  0.000000
 8170.0  0.542357  0.000598  0.542357  0.000000
 8175.0  0.541164  0.001465  0.541164  0.000000
 8180.0  0.541262  0.000869  0.541262  0.000000
 8185.0  0.542781  0.001337  0.542781  0.000000
 8190.0  0.545054  0.004457  0.545054  0.000000
 8195.0  0.547215  0.007432  0.547215  0.000000
 8200.0  0.548399  0.009282  0.548399  0.000000
 8205.0  0.547977  0.009271  0.547977  0.000000
 8210.0  0.546273  0.007777  0.546273  0.000000
 8215.0  0.543848  0.005459  0.543848  0.000000
 8220.0  0.541263  0.002943  0.541263  0.000000
 8225.0  0.539044  0.000891  0.539044  0.000000
 8230.0  0.537569  0.000399  0.537569  0.000000
 8235.0  0.537181  0.000345  0.537181  0.000000
 8240.0  0.538221  0.001337  0.538221  0.000000
 8245.0  0.540784  0.004788  0.540784  0.000000
 8250.0  0.543978  0.008948  0.543978  0.000000
 8255.0  0.546660  0.012522  0.546660  0.000000
 8260.0  0.547690  0.014192  0.547690  0.000000
 8265.0  0.546314  0.013082  0.546314  0.000000
 8270.0  0.543332  0.010115  0.543332  0.000000
 8275.0  0.539930  0.006662  0.539930  0.000000
 8280.0  0.537297  0.004105  0.537297  0.000000
 8285.0  0.536258  0.003383  0.536258  0.000000
 8290.0  0.536204  0.003798  0.536204  0.000000
 8295.0  0.536164  0.004229  0.536164  0.000000
 8300.0  0.535167  0.003549  0.535167  0.000000
 8305.0  0.532578  0.001036  0.532578  0.000000
 8310.0  0.529097  0.002506  0.529097  0.000000
 8315.0  0.525757  0.005880  0.525757  0.000000
 8320.0  0.523592  0.007898  0.523592  0.000000
 8325.0  0.523374  0.007671  0.523374  0.000000
 8330.0  0.524817  0.005524  0.524817  0.000000
 8335.0  0.527375  0.002100  0.527375  0.000000
 8340.0  0.530499  0.001973  0.530499  0.000000
 8345.0  0.533637  0.006086  0.533637  0.000000
 8350.0  0.536211  0.009535  0.536211  0.000000
 8355.0  0.537636  0.011659  0.537636  0.000000
 8360.0  0.537330  0.011781  0.537330  0.000000
 8365.0  0.534994  0.009566  0.534994  0.000000
 8370.0  0.531478  0.005984  0.531478  0.000000
 8375.0  0.527916  0.002342  0.527916  0.000000
 8380.0  0.525443  0.000000  0.525443  0.000000
 8385.0  0.524838  0.000282  0.524838  0.000000
 8390.0  0.525458  0.000956  0.525458  0.000000
 8395.0  0.526307  0.002400  0.526307  0.000000
 8400.0  0.526386  0.002970  0.526386  0.000000
 8405.0  0.525019  0.001870  0.525019  0.000000
 8410.0  0.522521  0.000000  0.522521  0.000000
 8415.0  0.520607  0.000000  0.520607  0.000000
 8420.0  0.518806  0.000000  0.518806  0.000000
 8425.0  0.520420  0.000000  0.520420  0.000000
 8430.0  0.520141  0.000000  0.520141  0.000000
 8435.0  0.511770  0.000000  0.511770  0.000000
 8440.0  0.510166  0.000000  0.510166  0.000000
 8445.0  0.509452  0.000000  0.509452  0.000000
 8450.0  0.511490  0.000000  0.511490  0.000000
 8455.0  0.519613  0.000000  0.519613  0.000000
 8460.0  0.520493  0.000000  0.520493  0.000000
 8465.0  0.514036  0.000000  0.514036  0.000000
 8470.0  0.507951  0.000000  0.507951  0.000000
 8475.0  0.515443  0.000000  0.515443  0.000000
 8480.0  0.511842  0.000000  0.511842  0.000000
 8485.0  0.513880  0.000000  0.513880  0.000000
 8490.0  0.502663  0.000000  0.502663  0.000000
 8495.0  0.464873  0.000000  0.464873  0.000000
 8500.0  0.445151  0.000000  0.445151  0.000000
 8505.0  0.489253  0.000000  0.489253  0.000000
 8510.0  0.499342  0.000000  0.499342  0.000000
 8515.0  0.493682  0.000000  0.493682  0.000000
 8520.0  0.498235  0.000000  0.498235  0.000000
 8525.0  0.499228  0.000000  0.499228  0.000000
 8530.0  0.492740  0.000000  0.492740  0.000000
 8535.0  0.457661  0.000000  0.457661  0.000000
 8540.0  0.381450  0.000000  0.381450  0.000000
 8545.0  0.385785  0.000000  0.385785  0.000000
 8550.0  0.458986  0.000000  0.458986  0.000000
 8555.0  0.484596  0.000000  0.484596  0.000000
 8560.0  0.488301  0.000000  0.488301  0.000000
 8565.0  0.495813  0.000000  0.495813  0.000000
 8570.0  0.494582  0.000000  0.494582  0.000000
 8575.0  0.492295  0.000000  0.492295  0.000000
 8580.0  0.491446  0.000000  0.491446  0.000000
 8585.0  0.487432  0.000000  0.487432  0.000000
 8590.0  0.488135  0.000000  0.488135  0.000000
 8595.0  0.481420  0.000000  0.481420  0.000000
 8600.0  0.479484  0.000000  0.479484  0.000000
 8605.0  0.485062  0.000000  0.485062  0.000000
 8610.0  0.479940  0.000000  0.479940  0.000000
 8615.0  0.483334  0.000000  0.483334  0.000000
 8620.0  0.485083  0.000000  0.485083  0.000000
 8625.0  0.486345  0.000000  0.486345  0.000000
 8630.0  0.487297  0.000000  0.487297  0.000000
 8635.0  0.487256  0.000000  0.487256  0.000000
 8640.0  0.484120  0.000000  0.484120  0.000000
 8645.0  0.477922  0.000000  0.477922  0.000000
 8650.0  0.471713  0.000000  0.471713  0.000000
 8655.0  0.452011  0.000000  0.452011  0.000000
 8660.0  0.390401  0.000000  0.390401  0.000000
 8665.0  0.387617  0.000000  0.387617  0.000000
 8670.0  0.443298  0.000000  0.443298  0.000000
 8675.0  0.460217  0.000000  0.460217  0.000000
 8680.0  0.465546  0.000000  0.465546  0.000000
 8685.0  0.467781  0.000000  0.467781  0.000000
 8690.0  0.464666  0.000000  0.464666  0.000000
 8695.0  0.472872  0.000000  0.472872  0.000000
 8700.0  0.474445  0.000000  0.474445  0.000000
 8705.0  0.471962  0.000000  0.471962  0.000000
 8710.0  0.466736  0.000000  0.466736  0.000000
 8715.0  0.465608  0.000000  0.465608  0.000000
 8720.0  0.471506  0.000000  0.471506  0.000000
 8725.0  0.469633  0.000000  0.469633  0.000000
 8730.0  0.465888  0.000000  0.465888  0.000000
 8735.0  0.461800  0.000000  0.461800  0.000000
 8740.0  0.460921  0.000000  0.460921  0.000000
 8745.0  0.455064  0.000000  0.455064  0.000000
 8750.0  0.452580  0.000000  0.452580  0.000000
 8755.0  0.451276  0.000000  0.451276  0.000000
 8760.0  0.458861  0.000000  0.458861  0.000000
 8765.0  0.465753  0.000000  0.465753  0.000000
 8770.0  0.463580  0.000000  0.463580  0.000000
 8775.0  0.466695  0.000000  0.466695  0.000000
 8780.0  0.469716  0.000000  0.469716  0.000000
 8785.0  0.468775  0.000000  0.468775  0.000000
 8790.0  0.460507  0.000000  0.460507  0.000000
 8795.0  0.463642  0.000000  0.463642  0.000000
 8800.0  0.466343  0.000000  0.466343  0.000000
 8805.0  0.451804  0.000000  0.451804  0.000000
 8810.0  0.458282  0.000000  0.458282  0.000000
 8815.0  0.469675  0.000000  0.469675  0.000000
 8820.0  0.470337  0.000000  0.470337  0.000000
 8825.0  0.464739  0.000000  0.464739  0.000000
 8830.0  0.470544  0.000000  0.470544  0.000000
 8835.0  0.468309  0.000000  0.468309  0.000000
 8840.0  0.466819  0.000000  0.466819  0.000000
 8845.0  0.467429  0.000000  0.467429  0.000000
 8850.0  0.464677  0.000000  0.464677  0.000000
 8855.0  0.461345  0.000000  0.461345  0.000000
 8860.0  0.448317  0.000000  0.448317  0.000000
 8865.0  0.441684  0.000000  0.441684  0.000000
 8870.0  0.452704  0.000000  0.452704  0.000000
